"","EXPERIMENT","MODEL","RUN","TRNO","DATE","DAS","DAP","L#SD","GSTD","LAID","LWAD","SWAD","GWAD","RWAD","VWAD","CWAD","G#AD","GWGD","HIAD","PWAD","P#AD","WSPD","WSGD","NSTD","PST1A","PST2A","KSTD","EWSD","LN%D","SH%D","HIPD","PWDD","PWTD","SLAD","CHTD","CWID","NWAD","RDPD","RL1D","RL2D","RL3D","RL4D","RL5D","RL6D","RL7D","RL8D","SNW0C","SNW1C","planting","location","cultivar","density","nitrogen","harvest"
"17949","UFEG0327","CRGRO048",165,9,2017-10-30,303,122,19.5,8,2.711,1860,6105,1457,1771,7965,9786,7264,20.1,0.149,1821,7264,0,0,0,0,0,0,0,5.08,80.05,0.19,0,1821,145.8,2.18,0.2,0,1,4.9,4.9,4.46,2.12,2.12,1.27,0.67,0.6,3497,1116,"30-June","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity"
"17950","UFEG0327","CRGRO048",166,9,2018-10-29,302,121,19.2,8,3.126,2102,6557,1199,1982,8659,10156,6003,20,0.118,1497,6003,0,0,0,0,0,0,0,5.07,80.05,0.15,0,1497,148.7,2.26,0.2,0,1,5.18,5.2,4.94,2.53,2.5,1.52,0.75,0.66,3616,1075,"30-June","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity"
"17951","UFEG0327","CRGRO048",167,9,2019-10-30,303,122,19.5,8,2.749,1809,5869,1440,1747,7678,9477,7184,20,0.152,1799,7184,0,0,0,0,0,0,0,5.01,80.05,0.19,0,1799,152,2.16,0.2,0,1,4.69,4.69,4.48,2.2,2.19,1.29,0.63,0.56,3338,1028,"30-June","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity"
"17952","UFEG0327","CRGRO048",168,9,2020-10-29,303,122,19.5,8,2.642,1708,5583,1350,1555,7292,8978,6770,19.9,0.15,1687,6770,0,0,0,0,0,0,0,5.1,80.05,0.19,0,1687,154.7,2.18,0.2,0,1,4.52,4.52,3.93,1.83,1.84,1.06,0.53,0.47,3243,1114,"30-June","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity"
"17953","UFEG0327","CRGRO048",169,9,2021-10-29,302,121,19.5,8,2.295,1511,5390,1122,1598,6901,8302,5757,19.5,0.135,1401,5757,0,0,0,0,0,0,0,5.51,80.05,0.17,0,1401,151.9,2.16,0.2,0,1,4.23,4.18,3.95,2.03,2.03,1.22,0.6,0.53,3210,949,"30-June","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity"
"17954","UFEG0327","CRGRO048",170,9,2022-10-30,303,122,19.3,8,3.141,2099,6812,1334,2006,8912,10578,6949,19.2,0.126,1667,6949,0,0,0,0,0,0,0,5.24,80.05,0.16,0,1667,149.6,2.2,0.2,0,1,5.39,5.32,4.67,2.58,2.59,1.5,0.75,0.66,3947,1237,"30-June","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity"
"17955","UFEG0327","CRGRO048",171,9,2023-11-01,305,124,19.3,8,2.904,1901,6341,1645,1884,8241,10296,8217,20,0.16,2055,8217,0,0,0,0,0,0,0,5.17,80.05,0.2,0,2055,152.8,2.22,0.2,0,1,5.09,5.09,4.72,2.32,2.37,1.42,0.68,0.6,3813,1210,"30-June","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity"
"17956","UFEG0327","CRGRO048",1,11,2005-04-17,107,47,8.9,8,0.926,480,395,0,250,875,875,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,0,0,0,193.1,0.66,0.2,0,1,0.68,0.68,0.66,0.34,0.33,0.19,0.08,0.04,15,20,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17957","UFEG0327","CRGRO048",2,11,2006-04-17,107,47,9.1,8,1.732,938,784,0,493,1721,1722,0,0,0,0,17,0,0,0,0,0,0,0,5.03,0,0,0,0,184.7,0.66,0.2,0,1,1.33,1.33,1.31,0.65,0.64,0.37,0.16,0.08,33,40,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17958","UFEG0327","CRGRO048",3,11,2007-04-15,105,45,9.2,8,1.084,511,425,0,270,936,936,0,0,0,0,31,0,0,0,0,0,0,0.034,5.01,0,0,0,0,212.2,0.69,0.2,0,1,0.74,0.74,0.7,0.35,0.35,0.2,0.09,0.05,37,26,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17959","UFEG0327","CRGRO048",4,11,2008-04-12,103,43,8.6,8,1.171,582,470,0,297,1052,1052,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,201.1,0.66,0.2,0,0.99,0.84,0.84,0.78,0.37,0.4,0.22,0.09,0.03,15,26,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17960","UFEG0327","CRGRO048",5,11,2009-04-15,105,45,8.8,8,1.081,535,431,0,275,967,967,0,0,0,0,14,0,0,0,0,0,0,0,5.02,0,0,0,0,201.9,0.66,0.2,0,1,0.75,0.75,0.73,0.37,0.36,0.21,0.08,0.04,15,22,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17961","UFEG0327","CRGRO048",6,11,2010-04-22,112,52,9.1,8,1.482,760,622,0,395,1382,1382,0,0,0,0,14,0,0,0,0,0,0,0,5.02,0,0,0,0,195,0.65,0.2,0,1,1.06,1.06,1.06,0.53,0.51,0.3,0.12,0.06,25,33,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17962","UFEG0327","CRGRO048",7,11,2011-04-14,104,44,9,8,1.779,935,771,0,485,1705,1706,0,0,0,0,33,0,0,0,0,0,0,0,5.02,0,0,0,0,190.4,0.68,0.2,0,1,1.31,1.31,1.26,0.64,0.63,0.36,0.16,0.09,30,40,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17963","UFEG0327","CRGRO048",8,11,2012-04-10,101,41,8.7,8,1.59,840,685,0,437,1525,1525,0,0,0,0,0,0,0,0,0,0,0,0,5.01,0,0,0,0,189.4,0.64,0.2,0,1,1.18,1.18,1.18,0.58,0.57,0.33,0.14,0.06,23,33,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17964","UFEG0327","CRGRO048",9,11,2013-04-20,110,50,9.3,8,1.751,897,761,0,470,1657,1658,0,0,0,0,27,0,0,0,0,0,0,0,5.05,0,0,0,0,195.3,0.73,0.2,0,1,1.29,1.29,1.23,0.6,0.59,0.36,0.15,0.08,35,43,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17965","UFEG0327","CRGRO048",10,11,2014-04-16,106,46,9.1,8,1.557,805,665,0,420,1471,1471,0,0,0,0,14,0,0,0,0,0,0,0,5.03,0,0,0,0,193.5,0.67,0.2,0,1,1.13,1.13,1.11,0.56,0.55,0.32,0.14,0.07,28,36,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17966","UFEG0327","CRGRO048",11,11,2015-04-09,99,39,8.3,8,1.28,685,555,0,357,1240,1240,0,0,0,0,24,0,0,0,0,0,0,0,4.96,0,0,0,0,187,0.59,0.2,0,1,0.97,0.97,0.97,0.48,0.47,0.27,0.11,0.04,39,26,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17967","UFEG0327","CRGRO048",12,11,2016-04-10,101,41,8.4,8,1.35,700,559,0,354,1259,1259,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,192.7,0.61,0.2,0,1,0.96,0.96,0.94,0.47,0.46,0.27,0.11,0.05,17,26,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17968","UFEG0327","CRGRO048",13,11,2017-04-16,106,46,9.1,8,1.822,986,818,0,513,1804,1805,0,0,0,1,57,0,0,0,0,0,0,0,5.04,0,0,0,1,184.8,0.65,0.2,0,1,1.37,1.37,1.36,0.68,0.67,0.39,0.17,0.09,34,41,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17969","UFEG0327","CRGRO048",14,11,2018-04-19,109,49,9.4,8,1.888,1020,875,0,542,1895,1895,13,0,0,1,51,0,0,0,0,0,0,0,5.06,0,0,0,1,185,0.71,0.2,0,1,1.44,1.44,1.44,0.71,0.7,0.41,0.18,0.11,42,44,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17970","UFEG0327","CRGRO048",15,11,2019-04-12,102,42,8.8,8,1.26,605,484,0,309,1089,1089,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,208.3,0.69,0.2,0,1,0.84,0.84,0.83,0.41,0.4,0.23,0.09,0.04,16,26,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17971","UFEG0327","CRGRO048",16,11,2020-04-10,101,41,8.5,8,1.371,663,519,0,339,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,206.9,0.65,0.2,0,1,0.92,0.92,0.92,0.46,0.45,0.26,0.1,0.04,15,28,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17972","UFEG0327","CRGRO048",17,11,2021-04-13,103,43,8.7,8,1.599,845,685,0,434,1530,1531,0,0,0,0,25,0,0,0,0,0,0,0,5.02,0,0,0,0,189.2,0.62,0.2,0,1,1.17,1.17,1.16,0.58,0.57,0.33,0.14,0.06,24,34,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17973","UFEG0327","CRGRO048",18,11,2022-04-11,101,41,8.5,8,1.46,770,617,0,396,1387,1387,0,0,0,0,4,0,0,0,0,0,0,0,5.01,0,0,0,0,189.5,0.63,0.2,0,1,1.07,1.07,1.06,0.53,0.52,0.3,0.12,0.06,19,30,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17974","UFEG0327","CRGRO048",19,11,2023-04-12,102,42,8.8,8,1.666,814,648,0,415,1462,1463,0,0,0,0,43,0,0,0,0,0,0,0,5.04,0,0,0,0,204.6,0.69,0.2,0,1,1.12,1.12,1.12,0.55,0.54,0.32,0.13,0.06,25,35,"01-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17975","UFEG0327","CRGRO048",20,12,2005-04-26,116,46,8.9,8,1.211,634,521,0,330,1156,1156,0,0,0,0,4,0,0,0,0,0,0,0,5.05,0,0,0,0,190.9,0.65,0.2,0,1,0.89,0.89,0.88,0.44,0.43,0.25,0.1,0.05,21,27,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17976","UFEG0327","CRGRO048",21,12,2006-04-24,114,44,8.9,8,1.902,998,810,0,513,1808,1809,0,0,0,0,19,0,0,0,0,0,0,0,5.02,0,0,0,0,190.6,0.66,0.2,0,1,1.38,1.38,1.38,0.68,0.67,0.39,0.16,0.08,30,41,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17977","UFEG0327","CRGRO048",22,12,2007-04-24,114,44,8.8,8,1.06,507,400,0,255,907,908,0,0,0,0,25,0,0,0,0,0,0,0,5.02,0,0,0,0,209.2,0.64,0.2,0,1,0.7,0.7,0.64,0.34,0.33,0.19,0.08,0.04,15,23,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17978","UFEG0327","CRGRO048",23,12,2008-04-21,112,42,8.5,8,1.117,598,481,0,305,1080,1080,0,0,0,0,14,0,0,0,0,0,0,0.086,5,0,0,0,0,186.8,0.61,0.2,0,0.98,0.86,0.86,0.73,0.41,0.4,0.23,0.09,0.03,15,24,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17979","UFEG0327","CRGRO048",24,12,2009-04-21,111,41,8.4,8,1.202,610,477,0,307,1087,1088,0,0,0,0,7,0,0,0,0,0,0,0,4.99,0,0,0,0,196.9,0.61,0.2,0,1,0.83,0.83,0.83,0.41,0.4,0.23,0.1,0.04,14,23,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17980","UFEG0327","CRGRO048",25,12,2010-04-27,117,47,9.1,8,1.677,856,705,0,445,1560,1561,0,0,0,0,34,0,0,0,0,0,0,0,5.03,0,0,0,0,195.9,0.67,0.2,0,1,1.19,1.19,1.19,0.58,0.58,0.34,0.14,0.08,29,38,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17981","UFEG0327","CRGRO048",26,12,2011-04-22,112,42,8.6,8,1.93,1005,805,0,518,1810,1811,0,0,0,0,44,0,0,0,0,0,0,0,5.01,0,0,0,0,192,0.66,0.2,0,1,1.41,1.41,1.39,0.69,0.68,0.39,0.16,0.07,27,41,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17982","UFEG0327","CRGRO048",27,12,2012-04-19,110,40,8.5,8,1.724,898,713,0,463,1611,1611,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,192,0.62,0.2,0,1,1.25,1.25,1.25,0.62,0.61,0.35,0.14,0.06,21,36,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17983","UFEG0327","CRGRO048",28,12,2013-04-24,114,44,8.7,8,1.789,901,722,0,458,1623,1623,0,0,0,0,0,0,0,0,0,0,0,0,5.01,0,0,0,0,198.4,0.67,0.2,0,1,1.27,1.27,1.24,0.59,0.58,0.34,0.15,0.06,25,40,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17984","UFEG0327","CRGRO048",29,12,2014-04-23,113,43,8.7,8,1.52,778,627,0,403,1405,1405,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,195.5,0.63,0.2,0,1,1.1,1.1,1.09,0.54,0.53,0.3,0.12,0.05,21,31,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17985","UFEG0327","CRGRO048",30,12,2015-04-20,110,40,8.7,8,1.679,853,697,0,440,1550,1550,0,0,0,0,44,0,0,0,0,0,0,0,5.02,0,0,0,0,196.9,0.69,0.2,0,1,1.19,1.19,1.17,0.59,0.58,0.33,0.14,0.06,25,35,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17986","UFEG0327","CRGRO048",31,12,2016-04-18,109,39,8.3,8,1.322,697,558,0,356,1256,1256,0,0,0,0,4,0,0,0,0,0,0,0,4.99,0,0,0,0,189.6,0.59,0.2,0,0.99,0.98,0.98,0.93,0.47,0.46,0.28,0.11,0.04,15,26,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17987","UFEG0327","CRGRO048",32,12,2017-04-25,115,45,9.1,8,1.896,986,817,0,516,1803,1804,0,0,0,0,36,0,0,0,0,0,0,0,5.04,0,0,0,0,192.2,0.68,0.2,0,1,1.38,1.38,1.38,0.69,0.68,0.39,0.17,0.08,34,44,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17988","UFEG0327","CRGRO048",33,12,2018-04-25,115,45,8.9,8,1.996,1042,853,0,537,1895,1895,0,0,0,0,17,0,0,0,0,0,0,0,5.03,0,0,0,0,191.6,0.67,0.2,0,1,1.45,1.45,1.37,0.72,0.71,0.41,0.17,0.08,33,45,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17989","UFEG0327","CRGRO048",34,12,2019-04-20,110,40,8.5,8,1.227,599,476,0,302,1075,1075,0,0,0,0,0,0,0,0,0,0,0,0.09,5,0,0,0,0,204.8,0.66,0.2,0,1,0.83,0.83,0.75,0.41,0.4,0.23,0.09,0.04,15,24,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17990","UFEG0327","CRGRO048",35,12,2020-04-17,108,38,8.3,8,1.478,698,530,0,350,1228,1228,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,211.6,0.65,0.2,0,1,0.96,0.96,0.94,0.47,0.46,0.26,0.1,0.04,14,29,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17991","UFEG0327","CRGRO048",36,12,2021-04-23,113,43,8.9,8,1.645,826,671,0,422,1498,1498,0,0,0,0,35,0,0,0,0,0,0,0,5.03,0,0,0,0,199.1,0.69,0.2,0,1,1.16,1.16,0.99,0.58,0.56,0.33,0.14,0.06,25,39,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17992","UFEG0327","CRGRO048",37,12,2022-04-20,110,40,8.5,8,1.588,825,652,0,420,1477,1477,0,0,0,0,8,0,0,0,0,0,0,0,4.99,0,0,0,0,192.5,0.62,0.2,0,1,1.14,1.14,1.14,0.57,0.55,0.32,0.13,0.05,19,32,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17993","UFEG0327","CRGRO048",38,12,2023-04-20,110,40,8.4,8,1.653,810,643,0,411,1454,1454,0,0,0,0,0,0,0,0,0,0,0,0.003,4.99,0,0,0,0,204,0.65,0.2,0,1,1.13,1.13,1.08,0.54,0.53,0.32,0.13,0.06,18,33,"15-March","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17994","UFEG0327","CRGRO048",39,13,2005-05-14,134,43,8.9,8,1.438,734,603,0,378,1337,1337,0,0,0,0,15,0,0,0,0,0,0,0,5.02,0,0,0,0,196,0.68,0.2,0,1,1.04,1.04,1,0.51,0.48,0.28,0.11,0.05,23,31,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17995","UFEG0327","CRGRO048",40,13,2006-05-10,130,39,8.2,8,1.893,996,767,0,504,1764,1764,0,0,0,0,10,0,0,0,0,0,0,0,4.99,0,0,0,0,190,0.61,0.2,0,0.99,1.36,1.36,1.35,0.68,0.67,0.39,0.16,0.06,20,37,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17996","UFEG0327","CRGRO048",41,13,2007-05-12,132,41,8.6,8,1.024,464,363,0,234,827,827,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,220.5,0.66,0.2,0,0.98,0.65,0.65,0.64,0.32,0.31,0.17,0.07,0.02,11,19,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17997","UFEG0327","CRGRO048",42,13,2008-05-12,133,42,8.8,8,1.882,980,799,0,505,1779,1779,0,0,0,0,12,0,0,0,0,0,0,0,5.02,0,0,0,0,192,0.66,0.2,0,1,1.37,1.37,1.36,0.68,0.67,0.38,0.15,0.06,28,40,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17998","UFEG0327","CRGRO048",43,13,2009-05-12,132,41,8.7,8,1.878,944,768,0,488,1713,1713,0,0,0,0,17,0,0,0,0,0,0,0,5.02,0,0,0,0,198.8,0.67,0.2,0,1,1.31,1.31,1.27,0.65,0.64,0.37,0.16,0.08,27,39,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"17999","UFEG0327","CRGRO048",44,13,2010-05-11,131,40,8.6,8,1.6,790,636,0,404,1426,1427,0,0,0,0,38,0,0,0,0,0,0,0,5,0,0,0,0,202.5,0.68,0.2,0,1,1.11,1.11,1.08,0.53,0.53,0.31,0.13,0.05,21,31,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18000","UFEG0327","CRGRO048",45,13,2011-05-09,129,38,8.4,8,2.007,1028,801,0,520,1828,1829,0,0,0,1,57,0,0,0,0,0,0,0,5,0,0,0,1,195.3,0.66,0.2,0,0.99,1.42,1.42,1.41,0.7,0.69,0.4,0.16,0.06,23,41,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18001","UFEG0327","CRGRO048",46,13,2012-05-10,131,40,8.7,8,1.834,937,749,0,478,1686,1686,0,0,0,0,26,0,0,0,0,0,0,0,5.01,0,0,0,0,195.7,0.67,0.2,0,1,1.29,1.29,1.25,0.64,0.63,0.36,0.15,0.07,26,39,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18002","UFEG0327","CRGRO048",47,13,2013-05-09,129,38,8.1,8,1.753,919,696,0,455,1615,1616,0,0,0,0,29,0,0,0,0,0,0,0,4.98,0,0,0,0,190.6,0.59,0.2,0,0.96,1.27,1.27,1.2,0.6,0.61,0.35,0.13,0.04,16,36,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18003","UFEG0327","CRGRO048",48,13,2014-05-10,130,39,8.4,8,1.749,893,710,0,455,1603,1604,0,0,0,0,41,0,0,0,0,0,0,0,4.99,0,0,0,0,195.8,0.65,0.2,0,1,1.23,1.23,1.2,0.61,0.6,0.35,0.14,0.06,20,35,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18004","UFEG0327","CRGRO048",49,13,2015-05-07,127,36,7.9,8,1.58,798,595,0,397,1393,1393,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,197.9,0.59,0.2,0,0.97,1.09,1.09,1.07,0.54,0.53,0.3,0.12,0.04,12,29,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18005","UFEG0327","CRGRO048",50,13,2016-05-10,131,40,8.6,8,2.157,1145,915,0,583,2060,2060,0,0,0,0,19,0,0,0,0,0,0,0,5.01,0,0,0,0,188.5,0.66,0.2,0,1,1.57,1.57,1.52,0.78,0.77,0.45,0.18,0.09,30,47,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18006","UFEG0327","CRGRO048",51,13,2017-05-11,131,40,8.7,8,1.831,954,780,0,490,1735,1735,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,191.8,0.66,0.2,0,1,1.38,1.38,1.34,0.63,0.62,0.36,0.16,0.06,25,42,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18007","UFEG0327","CRGRO048",52,13,2018-05-10,130,39,8.4,8,1.989,1021,797,0,518,1818,1818,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,194.7,0.63,0.2,0,1,1.43,1.43,1.36,0.68,0.68,0.39,0.16,0.07,24,42,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18008","UFEG0327","CRGRO048",53,13,2019-05-09,129,38,8.4,8,1.4,676,529,0,337,1206,1206,0,0,0,0,0,0,0,0,0,0,0,0.11,4.99,0,0,0,0,207,0.65,0.2,0,1,0.95,0.95,0.9,0.42,0.41,0.26,0.11,0.05,15,31,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18009","UFEG0327","CRGRO048",54,13,2020-05-06,127,36,8.1,8,1.265,634,492,0,317,1126,1126,0,0,0,0,15,0,0,0,0,0,0,0,4.97,0,0,0,0,199.4,0.63,0.2,0,0.95,0.89,0.89,0.82,0.42,0.42,0.24,0.09,0.03,11,23,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18010","UFEG0327","CRGRO048",55,13,2021-05-10,130,39,8.5,8,1.992,991,779,0,499,1770,1770,0,0,0,0,36,0,0,0,0,0,0,0,5,0,0,0,0,201,0.67,0.2,0,1,1.35,1.35,1.33,0.67,0.66,0.38,0.16,0.07,24,37,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18011","UFEG0327","CRGRO048",56,13,2022-05-10,130,39,8.6,8,1.838,911,729,0,469,1640,1640,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,201.7,0.67,0.2,0,1,1.28,1.28,1.23,0.63,0.62,0.36,0.14,0.06,22,37,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18012","UFEG0327","CRGRO048",57,13,2023-05-08,128,37,8.2,8,1.588,814,647,0,412,1461,1461,0,0,0,0,32,0,0,0,0,0,0,0,4.99,0,0,0,0,195.2,0.62,0.2,0,0.93,1.2,1.2,1.08,0.53,0.54,0.31,0.12,0.02,17,32,"01-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
"18013","UFEG0327","CRGRO048",58,14,2005-05-26,146,41,8.7,8,1.59,791,647,0,409,1438,1439,0,0,0,0,35,0,0,0,0,0,0,0,5.02,0,0,0,0,201.1,0.7,0.2,0,1,1.12,1.12,1.09,0.54,0.53,0.31,0.13,0.05,23,31,"15-April","Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering"
