,X,CWAD,GWAD,DAS,DAP,location,cultivar,density,nitrogen,harvest,planting
127455,15529,5046,1540,250,84,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127456,15530,5846,1757,250,84,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127457,15531,5100,1590,249,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127458,15532,5217,1717,248,82,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127459,15533,5927,1787,249,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127460,15534,6132,1947,250,84,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127461,15535,5858,1909,249,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127462,15536,5776,1304,249,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127463,15537,5062,1714,249,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127464,15538,5054,1499,250,84,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127465,15539,5112,1555,250,84,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127466,15540,3996,1227,248,82,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127467,15541,6441,2072,249,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127468,15542,6175,1740,251,85,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/15/2024
127469,15543,4623,1103,266,85,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127470,15544,4259,1323,263,82,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127471,15545,4687,1485,265,84,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127472,15546,3890,731,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127473,15547,3988,1263,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127474,15548,4880,1416,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127475,15549,5413,1549,265,84,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127476,15550,5587,1313,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127477,15551,4843,1505,263,82,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127478,15552,5258,1654,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127479,15553,5377,1676,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127480,15554,5511,1785,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127481,15555,4935,1487,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127482,15556,4827,1507,263,82,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127483,15557,4423,1270,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127484,15558,4378,1387,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127485,15559,4294,1304,263,82,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127486,15560,5763,1918,264,83,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127487,15561,6085,1734,266,85,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,06/30/2024
127488,15562,511,0,102,42,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127489,15563,995,0,102,42,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127490,15564,564,0,100,40,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127491,15565,621,0,99,39,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127492,15566,587,0,101,41,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127493,15567,900,0,108,48,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127494,15568,1068,0,100,40,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127495,15569,938,0,97,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127496,15570,955,0,105,45,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127497,15571,857,0,101,41,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127498,15572,752,0,95,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127499,15573,802,0,97,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127500,15574,1064,0,101,41,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127501,15575,1128,0,104,44,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127502,15576,655,0,97,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127503,15577,730,0,97,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127504,15578,955,0,99,39,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127505,15579,835,0,96,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127506,15580,960,0,98,38,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/01/2024
127507,15581,688,0,111,41,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127508,15582,1137,0,110,40,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127509,15583,529,0,109,39,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127510,15584,635,0,108,38,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127511,15585,576,0,106,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127512,15586,1001,0,113,43,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127513,15587,1119,0,108,38,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127514,15588,1015,0,106,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127515,15589,1027,0,110,40,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127516,15590,865,0,109,39,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127517,15591,948,0,106,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127518,15592,725,0,105,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127519,15593,1083,0,110,40,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127520,15594,1215,0,111,41,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127521,15595,641,0,106,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127522,15596,767,0,104,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127523,15597,905,0,108,38,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127524,15598,897,0,106,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127525,15599,868,0,106,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,03/15/2024
127526,15600,785,0,130,39,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127527,15601,1098,0,126,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127528,15602,496,0,128,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127529,15603,967,0,128,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127530,15604,1059,0,128,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127531,15605,861,0,127,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127532,15606,1133,0,125,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127533,15607,943,0,126,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127534,15608,869,0,124,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127535,15609,995,0,126,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127536,15610,851,0,123,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127537,15611,1201,0,126,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127538,15612,1049,0,127,36,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127539,15613,1112,0,126,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127540,15614,696,0,125,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127541,15615,622,0,123,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127542,15616,1057,0,126,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127543,15617,1005,0,126,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127544,15618,850,0,124,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/01/2024
127545,15619,855,0,142,37,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127546,15620,1186,0,140,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127547,15621,484,0,139,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127548,15622,1261,0,143,38,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127549,15623,931,0,140,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127550,15624,900,0,138,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127551,15625,1126,0,137,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127552,15626,869,0,139,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127553,15627,1062,0,138,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127554,15628,1113,0,139,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127555,15629,958,0,137,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127556,15630,1077,0,140,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127557,15631,1120,0,139,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127558,15632,863,0,138,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127559,15633,899,0,139,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127560,15634,819,0,138,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127561,15635,1003,0,138,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127562,15636,1051,0,138,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127563,15637,1101,0,137,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,04/15/2024
127564,15638,798,0,155,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127565,15639,915,0,154,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127566,15640,499,0,153,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127567,15641,1208,0,156,35,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127568,15642,626,0,153,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127569,15643,908,0,152,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127570,15644,1187,0,153,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127571,15645,918,0,153,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127572,15646,1059,0,155,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127573,15647,1040,0,153,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127574,15648,1098,0,153,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127575,15649,1139,0,155,34,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127576,15650,1236,0,154,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127577,15651,501,0,152,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127578,15652,963,0,152,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127579,15653,739,0,154,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127580,15654,1019,0,153,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127581,15655,1034,0,152,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127582,15656,1048,0,154,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/01/2024
127583,15657,578,0,167,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127584,15658,723,0,167,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127585,15659,506,0,167,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127586,15660,1013,0,168,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127587,15661,623,0,166,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127588,15662,996,0,167,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127589,15663,1183,0,168,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127590,15664,893,0,166,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127591,15665,769,0,167,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127592,15666,1022,0,168,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127593,15667,1067,0,166,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127594,15668,863,0,168,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127595,15669,679,0,166,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127596,15670,529,0,165,30,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127597,15671,1022,0,167,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127598,15672,584,0,166,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127599,15673,959,0,167,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127600,15674,966,0,166,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127601,15675,1023,0,166,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,05/15/2024
127602,15676,679,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127603,15677,831,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127604,15678,585,0,183,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127605,15679,769,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127606,15680,736,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127607,15681,934,0,185,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127608,15682,1081,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127609,15683,853,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127610,15684,890,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127611,15685,1126,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127612,15686,1132,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127613,15687,856,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127614,15688,719,0,183,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127615,15689,867,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127616,15690,922,0,185,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127617,15691,771,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127618,15692,698,0,183,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127619,15693,1142,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127620,15694,1123,0,184,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/01/2024
127621,15695,738,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127622,15696,829,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127623,15697,571,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127624,15698,472,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127625,15699,768,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127626,15700,854,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127627,15701,1047,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127628,15702,825,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127629,15703,856,0,197,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127630,15704,1005,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127631,15705,1214,0,199,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127632,15706,1187,0,199,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127633,15707,1006,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127634,15708,965,0,198,32,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127635,15709,983,0,199,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127636,15710,950,0,199,33,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
127637,15711,620,0,197,31,Belle Glade (EREC),NWG 2730,160/m2 (14.8/sqft),112 Kg/ha (100 LB/acre),Flowering,06/15/2024
