"","TRNO","location","cultivar","density","nitrogen","harvest","Mean_CWAD","Median_CWAD","SD_CWAD","Min_CWAD","Max_CWAD","Mean_GWAD","Median_GWAD","SD_GWAD","Min_GWAD","Max_GWAD","Count","planting","avg_planting_to_harvest"
"860",35,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","280 Kg/ha (250 LB/acre)","Flowering",943.947368421053,1019,221.691094815439,499,1236,0,0,0,0,0,19,"01-May",32.4736842105263
"861",36,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","280 Kg/ha (250 LB/acre)","Flowering",842,893,209.58636512055,506,1183,0,0,0,0,0,19,"15-May",31.7368421052632
"862",37,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","280 Kg/ha (250 LB/acre)","Flowering",879.684210526316,856,171.945744876942,585,1142,0,0,0,0,0,19,"01-June",31.9473684210526
"863",38,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","280 Kg/ha (250 LB/acre)","Flowering",901.210526315789,950,205.555772087763,472,1214,0,0,0,0,0,19,"15-June",32.1578947368421
"864",39,"Belle Glade (EREC)","NWG 2730","160/m2 (14.8/sqft)","280 Kg/ha (250 LB/acre)","Flowering",882.315789473684,910,140.051995357113,621,1116,0,0,0,0,0,19,"30-June",32
"865",1,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11474.4736842105,11651,1276.66968530631,8415,13123,1722.21052631579,1723,250.826097115416,1178,2102,19,"01-March",130.210526315789
"866",2,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11532.6842105263,11707,1246.47739439464,8650,13439,1729.42105263158,1745,254.376430553329,1196,2135,19,"15-March",127.684210526316
"867",3,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11573.4736842105,11591,1020.38371695385,9262,13165,1619,1596,269.498917746745,1040,2020,19,"01-April",123.894736842105
"868",4,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11480.1578947368,11528,964.060006382607,9608,12859,1577.10526315789,1619,295.748183940483,823,1966,19,"15-April",122.473684210526
"869",5,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11174.8421052632,11154,856.416582378634,9714,12543,1524.57894736842,1547,244.99440260941,880,1824,19,"01-May",121.052631578947
"870",6,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",11051.7894736842,10969,883.395128589905,9369,12507,1548.52631578947,1527,170.337367343312,1266,1848,19,"15-May",122.210526315789
"871",7,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10937.3157894737,11029,722.660443748698,9677,11969,1546.57894736842,1551,198.37431391451,1155,1893,19,"01-June",125.052631578947
"872",8,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",10606.3684210526,10899,696.830061423102,9318,11514,1526.78947368421,1541,191.096420964034,1111,1776,19,"15-June",124.631578947368
"873",9,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",9905.21052631579,10283,704.795287768596,8395,10770,1447.05263157895,1483,172.661992756629,1041,1688,19,"30-June",121.947368421053
"874",11,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1586.84210526316,1603,336.68139623849,1038,2153,0,0,0,0,0,19,"01-March",44.4210526315789
"875",12,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1649.42105263158,1699,317.303975495891,1064,2143,0,0,0,0,0,19,"15-March",42.2631578947368
"876",13,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1794.94736842105,1872,321.031925322114,970,2322,0,0,0,0,0,19,"01-April",39.2105263157895
"877",14,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1796.36842105263,1797,316.36954666731,960,2271,0,0,0,0,0,19,"15-April",37.7894736842105
"878",15,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1691.68421052632,1773,358.048887511124,956,2201,0,0,0,0,0,19,"01-May",36.2631578947368
"879",16,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1778.89473684211,1812,355.600883441104,1220,2354,0,0,0,0,0,19,"15-May",37
"880",17,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",2165.52631578947,2189,419.625146002828,1229,2899,0,0,0,0,0,19,"01-June",39.8947368421053
"881",18,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",2172.10526315789,2213,374.572036498076,1418,2666,0,0,0,0,0,19,"15-June",39.5789473684211
"882",19,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1833.78947368421,1847,242.61207695216,1382,2256,0,0,0,0,0,19,"30-June",37.2105263157895
"883",21,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5811.31578947368,6266,1043.1484954817,3284,7078,1830.10526315789,1921,374.172256043901,1050,2338,19,"01-March",92.4210526315789
"884",22,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5915.05263157895,6227,1052.25569736238,3077,7436,1912.52631578947,1971,382.808679865174,1051,2498,19,"15-March",90.1052631578947
"885",23,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5949.73684210526,6103,1023.47506304666,3352,7656,1941.36842105263,2103,412.22488610605,1060,2583,19,"01-April",86.1578947368421
"886",24,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5866.57894736842,5991,953.440746617188,3192,7094,1868.21052631579,1888,403.384374035949,1059,2558,19,"15-April",84.5263157894737
"887",25,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5768.36842105263,5816,931.57329350384,3613,7082,1746.57894736842,1737,388.171542232079,1130,2305,19,"01-May",83.1578947368421
"888",26,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5486.78947368421,5381,850.277900907656,4164,6761,1595.63157894737,1718,400.951120673818,721,2171,19,"15-May",82.3157894736842
"889",27,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5617.42105263158,5522,797.114122304083,4381,6995,1689.78947368421,1715,281.60405200434,1087,2111,19,"01-June",82.9473684210526
"890",28,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5609,5563,828.937137410176,4072,6922,1724,1705,282.993914343676,1241,2247,19,"15-June",83.3684210526316
"891",29,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Grain Maturity",5349.26315789474,5305,611.528580426428,4359,6556,1589.89473684211,1647,281.406565258809,832,2093,19,"30-June",83.1052631578947
"892",31,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",989.263157894737,1016,211.122618953816,618,1322,0,0,0,0,0,19,"01-March",39.9473684210526
"893",32,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1033.52631578947,1061,229.853423927572,635,1415,0,0,0,0,0,19,"15-March",38
"894",33,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1095.84210526316,1143,210.006154184399,595,1401,0,0,0,0,0,19,"01-April",35
"895",34,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1154.68421052632,1183,197.244364130605,580,1470,0,0,0,0,0,19,"15-April",33.8947368421053
"896",35,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1110.05263157895,1198,252.95640241051,598,1434,0,0,0,0,0,19,"01-May",32.4736842105263
"897",36,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",995.263157894737,1054,240.535015262334,604,1382,0,0,0,0,0,19,"15-May",31.7368421052632
"898",37,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1037.15789473684,1015,194.346558485921,703,1335,0,0,0,0,0,19,"01-June",31.9473684210526
"899",38,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1061.63157894737,1115,231.802169131428,568,1411,0,0,0,0,0,19,"15-June",32.1578947368421
"900",39,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","224 Kg/ha (200 LB/acre)","Flowering",1042.15789473684,1070,158.943827658947,746,1303,0,0,0,0,0,19,"30-June",32
"901",1,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11474.4736842105,11651,1276.66968530631,8415,13123,1722.21052631579,1723,250.826097115416,1178,2102,19,"01-March",130.210526315789
"902",2,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11532.6842105263,11707,1246.47739439464,8650,13439,1729.42105263158,1745,254.376430553329,1196,2135,19,"15-March",127.684210526316
"903",3,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11573.4736842105,11591,1020.38371695385,9262,13165,1619,1596,269.498917746745,1040,2020,19,"01-April",123.894736842105
"904",4,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11480.1578947368,11528,964.060006382607,9608,12859,1577.10526315789,1619,295.748183940483,823,1966,19,"15-April",122.473684210526
"905",5,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11174.8421052632,11154,856.416582378634,9714,12543,1524.57894736842,1547,244.99440260941,880,1824,19,"01-May",121.052631578947
"906",6,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",11051.8421052632,10969,883.313412552601,9369,12507,1548.52631578947,1527,170.337367343312,1266,1848,19,"15-May",122.210526315789
"907",7,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10937.3157894737,11029,722.660443748698,9677,11969,1546.57894736842,1551,198.37431391451,1155,1893,19,"01-June",125.052631578947
"908",8,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10606.6842105263,10899,697.203943750526,9318,11514,1526.84210526316,1541,191.015782698096,1110,1776,19,"15-June",124.631578947368
"909",9,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",9905.05263157895,10283,704.591092895116,8395,10767,1447.05263157895,1483,172.661992756629,1041,1688,19,"30-June",121.947368421053
"910",11,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1586.84210526316,1603,336.68139623849,1038,2153,0,0,0,0,0,19,"01-March",44.4210526315789
"911",12,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1649.42105263158,1699,317.303975495891,1064,2143,0,0,0,0,0,19,"15-March",42.2631578947368
"912",13,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1794.94736842105,1872,321.031925322114,970,2322,0,0,0,0,0,19,"01-April",39.2105263157895
"913",14,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1796.36842105263,1797,316.36954666731,960,2271,0,0,0,0,0,19,"15-April",37.7894736842105
"914",15,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1691.68421052632,1773,358.048887511124,956,2201,0,0,0,0,0,19,"01-May",36.2631578947368
"915",16,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1778.89473684211,1812,355.600883441104,1220,2354,0,0,0,0,0,19,"15-May",37
"916",17,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",2165.52631578947,2189,419.625146002828,1229,2899,0,0,0,0,0,19,"01-June",39.8947368421053
"917",18,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",2172.10526315789,2213,374.572036498076,1418,2666,0,0,0,0,0,19,"15-June",39.5789473684211
"918",19,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1833.78947368421,1847,242.61207695216,1382,2256,0,0,0,0,0,19,"30-June",37.2105263157895
"919",21,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5811.31578947368,6266,1043.1484954817,3284,7078,1830.10526315789,1921,374.172256043901,1050,2338,19,"01-March",92.4210526315789
"920",22,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5914.63157894737,6227,1052.30124597508,3077,7436,1912.31578947368,1971,382.912240109573,1051,2498,19,"15-March",90.1052631578947
"921",23,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5949.73684210526,6103,1023.47506304666,3352,7656,1941.36842105263,2103,412.22488610605,1060,2583,19,"01-April",86.1578947368421
"922",24,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5866.57894736842,5991,953.599223747673,3192,7094,1868.26315789474,1892,403.396254335233,1059,2558,19,"15-April",84.5263157894737
"923",25,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5768.73684210526,5816,931.199992966379,3613,7082,1746.68421052632,1737,388.067298377711,1131,2305,19,"01-May",83.1578947368421
"924",26,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5485.8947368421,5368,850.287264839676,4168,6761,1595.57894736842,1718,400.939911789157,723,2171,19,"15-May",82.3157894736842
"925",27,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5617.42105263158,5522,797.14213954807,4381,6995,1689.78947368421,1715,281.60405200434,1087,2111,19,"01-June",82.9473684210526
"926",28,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5609,5563,828.937137410176,4072,6922,1724,1705,282.993914343676,1241,2247,19,"15-June",83.3684210526316
"927",29,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",5349.26315789474,5305,611.528580426428,4359,6556,1589.89473684211,1647,281.406565258809,832,2093,19,"30-June",83.1052631578947
"928",31,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",989.263157894737,1016,211.122618953816,618,1322,0,0,0,0,0,19,"01-March",39.9473684210526
"929",32,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1033.52631578947,1061,229.853423927572,635,1415,0,0,0,0,0,19,"15-March",38
"930",33,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1095.84210526316,1143,210.006154184399,595,1401,0,0,0,0,0,19,"01-April",35
"931",34,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1154.68421052632,1183,197.244364130605,580,1470,0,0,0,0,0,19,"15-April",33.8947368421053
"932",35,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1110.05263157895,1198,252.95640241051,598,1434,0,0,0,0,0,19,"01-May",32.4736842105263
"933",36,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",995.263157894737,1054,240.535015262334,604,1382,0,0,0,0,0,19,"15-May",31.7368421052632
"934",37,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1037.15789473684,1015,194.346558485921,703,1335,0,0,0,0,0,19,"01-June",31.9473684210526
"935",38,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1061.63157894737,1115,231.802169131428,568,1411,0,0,0,0,0,19,"15-June",32.1578947368421
"936",39,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","168 Kg/ha (150 LB/acre)","Flowering",1042.15789473684,1070,158.943827658947,746,1303,0,0,0,0,0,19,"30-June",32
"937",1,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11201.4736842105,11399,1301.09865406215,8099,12844,1653.78947368421,1653,250.176288721766,1112,2062,19,"01-March",130.210526315789
"938",2,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11271.0526315789,11482,1265.47968391806,8325,13240,1666.15789473684,1680,254.226771725537,1128,2071,19,"15-March",127.684210526316
"939",3,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11318.1052631579,11346,1026.96185662894,8955,12940,1575.68421052632,1718,269.915841334866,980,1958,19,"01-April",123.894736842105
"940",4,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",11246.5789473684,11313,980.039076079763,9307,12641,1522.68421052632,1572,292.762333003635,771,1906,19,"15-April",122.473684210526
"941",5,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10942.6842105263,10918,875.460326700034,9435,12321,1471.94736842105,1500,243.010167524875,822,1765,19,"01-May",121.052631578947
"942",6,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10824.4210526316,10726,903.292023396733,9110,12274,1496.78947368421,1484,169.668493424144,1208,1787,19,"15-May",122.210526315789
"943",7,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10757.5789473684,10855,751.585163045374,9470,11793,1505.47368421053,1512,198.834484048375,1122,1853,19,"01-June",125.052631578947
"944",8,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",10409.9473684211,10717,722.56260579845,9079,11352,1479.15789473684,1506,195.97031043783,1062,1738,19,"15-June",124.631578947368
"945",9,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",9693.94736842105,10082,704.087153197845,8302,10578,1399.05263157895,1433,172.977350374811,988,1645,19,"30-June",121.947368421053
"946",11,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1376.05263157895,1387,306.736128670196,875,1895,0,0,0,0,0,19,"01-March",44.4210526315789
"947",12,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1436.26315789474,1477,292.298523603156,908,1895,0,0,0,0,0,19,"15-March",42.2631578947368
"948",13,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1567.94736842105,1640,294.283777195529,827,2060,0,0,0,0,0,19,"01-April",39.2105263157895
"949",14,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1571.47368421053,1570,289.392921748088,820,2014,0,0,0,0,0,19,"15-April",37.7894736842105
"950",15,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1480.47368421053,1549,326.859359565659,816,1949,0,0,0,0,0,19,"01-May",36.2631578947368
"951",16,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1560.31578947368,1597,327.566287207063,1054,2095,0,0,0,0,0,19,"15-May",37
"952",17,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1935.47368421053,1956,398.966911524287,1053,2632,0,0,0,0,0,19,"01-June",39.8947368421053
"953",18,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1933.63157894737,1976,355.721053405976,1230,2403,0,0,0,0,0,19,"15-June",39.5789473684211
"954",19,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",1610.57894736842,1622,225.250309110523,1189,2003,0,0,0,0,0,19,"30-June",37.2105263157895
"955",21,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5281.78947368421,5711,1004.53436305072,2898,6534,1646.10526315789,1724,355.859974761741,923,2133,19,"01-March",92.4210526315789
"956",22,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5394.84210526316,5678,1019.39754883612,2710,6900,1729.94736842105,1781,364.971608284537,921,2295,19,"15-March",90.1052631578947
"957",23,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5453.84210526316,5617,995.149082251716,2951,7125,1768.26315789474,1913,386.677276019,944,2378,19,"01-April",86.1578947368421
"958",24,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5387.15789473684,5487,930.556002443813,2820,6710,1705.21052631579,1742,385.294487509571,928,2400,19,"15-April",84.5263157894737
"959",25,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5279.31578947368,5352,903.113752687001,3200,6580,1590.89473684211,1571,369.865274981887,995,2149,19,"01-May",83.1578947368421
"960",26,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5011.42105263158,4917,833.889768613832,3714,6272,1442.21052631579,1558,374.332231958512,631,1997,19,"15-May",82.3157894736842
"961",27,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5146.36842105263,5050,788.79473534179,3898,6495,1533.21052631579,1560,271.724652083148,958,1941,19,"01-June",82.9473684210526
"962",28,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",5134.21052631579,5100,813.933902513477,3624,6441,1565.47368421053,1555,277.949709364253,1089,2072,19,"15-June",83.3684210526316
"963",29,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Grain Maturity",4896.26315789474,4843,618.125107986083,3890,6086,1442.73684210526,1485,267.623666555454,731,1918,19,"30-June",83.1052631578947
"964",31,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",835.631578947368,857,184.847447770772,511,1128,0,0,0,0,0,19,"01-March",39.9473684210526
"965",32,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",875.842105263158,897,203.180068783523,529,1215,0,0,0,0,0,19,"15-March",38
"966",33,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",928.894736842105,967,184.754760797731,496,1201,0,0,0,0,0,19,"01-April",35
"967",34,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",983.052631578947,1003,174.09878220399,484,1261,0,0,0,0,0,19,"15-April",33.8947368421053
"968",35,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",943.947368421053,1019,221.691094815439,499,1236,0,0,0,0,0,19,"01-May",32.4736842105263
"969",36,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",842,893,209.58636512055,506,1183,0,0,0,0,0,19,"15-May",31.7368421052632
"970",37,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",879.684210526316,856,171.945744876942,585,1142,0,0,0,0,0,19,"01-June",31.9473684210526
"971",38,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",901.210526315789,950,205.555772087763,472,1214,0,0,0,0,0,19,"15-June",32.1578947368421
"972",39,"Belle Glade (EREC)","NWG 2730","200/m2 (18.6/sqft)","56 Kg/ha (50 LB/acre)","Flowering",882.315789473684,910,140.051995357113,621,1116,0,0,0,0,0,19,"30-June",32
"973",1,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",11444.7894736842,11650,1287.89473254038,8415,13124,1716.52631578947,1723,245.372136519445,1178,2068,19,"01-March",130.157894736842
"974",2,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",11497.8947368421,11677,1268.26797443236,8649,13255,1725.10526315789,1745,252.288612227443,1196,2135,19,"15-March",127.684210526316
"975",3,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",11525.2631578947,11591,1066.94453891606,9262,13169,1615.21052631579,1596,266.563433965511,1040,2020,19,"01-April",123.842105263158
"976",4,"Belle Glade (EREC)","IH Williams","200/m2 (18.6/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",11458.2631578947,11529,942.488245850977,9608,12860,1577.15789473684,1619,295.711057013034,823,1966,19,"15-April",122.473684210526
