,location,cultivar,density,nitrogen,harvest,Mean_CWAD,SD_CWAD,SD_GWAD,Mean_GWAD,planting,avg_planting_to_harvest
6689,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2916.428571,1084.799501,171.491663,178.0952381,03/15/2024,113.8095238
6690,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3576.857143,1080.430298,193.679534,316.5238095,04/01/2024,115.047619
6691,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4043.333333,967.9883436,194.0563001,395.3809524,04/15/2024,114
6692,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4038,965.8161316,190.7918961,405.6190476,05/01/2024,113.047619
6693,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3984.47619,1139.946561,197.8561647,380.1904762,05/15/2024,113.2857143
6694,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3923.380952,1005.500098,192.126496,405.7619048,06/01/2024,116.8095238
6695,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,4104.714286,926.05276,187.981534,426.5714286,06/15/2024,117.3333333
6696,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,3836.809524,709.1180169,176.8414544,438,06/30/2024,116.1428571
6697,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,749.6190476,144.9284224,0,0,03/01/2024,42.04761905
6698,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,821.4285714,174.359276,0,0,03/15/2024,40.76190476
6699,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,872.0952381,208.8583024,0,0,04/01/2024,38.42857143
6700,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,941.0952381,169.5166378,0,0,04/15/2024,36.76190476
6701,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,911,148.8186816,0,0,05/01/2024,35.38095238
6702,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,894.6666667,206.8132813,0,0,05/15/2024,35.19047619
6703,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,955.952381,178.7921912,0,0,06/01/2024,38.0952381
6704,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,1048.47619,303.3904446,0,0,06/15/2024,37.80952381
6705,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,906.8571429,218.0693206,0,0,06/30/2024,36.04761905
6706,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,1467.952381,549.4970861,173.8581524,314.5714286,03/01/2024,82.71428571
6707,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,1605.47619,718.1083915,269.2148726,393.3809524,03/15/2024,81.28571429
6708,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2024.952381,760.6509368,282.0036474,422.4285714,04/01/2024,79.23809524
6709,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2498.142857,763.8010399,324.3643968,622.5238095,04/15/2024,79.57142857
6710,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2653,619.2825688,261.9256165,648.8571429,05/01/2024,79.47619048
6711,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2485.857143,640.4369044,247.1605994,620.4761905,05/15/2024,79.57142857
6712,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2457.809524,610.6671449,217.3859745,629.5238095,06/01/2024,80.14285714
6713,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2585.714286,698.2302731,275.4370121,718.3809524,06/15/2024,80.9047619
6714,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Grain Maturity,2488.190476,646.9440176,205.8098406,611.2380952,06/30/2024,81
6715,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,557.6666667,95.6056135,0,0,03/01/2024,37
6716,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,601.7619048,85.9545838,0,0,03/15/2024,36.04761905
6717,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,634.3333333,97.97822887,0,0,04/01/2024,33.76190476
6718,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,640.2380952,99.40971017,0,0,04/15/2024,32.42857143
6719,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,643.2380952,119.2056646,0,0,05/01/2024,31.52380952
6720,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,537.7619048,132.238385,0,0,05/15/2024,30.95238095
6721,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,536.1428571,91.11821207,0,0,06/01/2024,31.47619048
6722,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,560.1904762,154.0797258,0,0,06/15/2024,31.57142857
6723,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),112 Kg/ha (100 LB/acre),Flowering,535.8095238,120.6973981,0,0,06/30/2024,31.57142857
6724,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2274.190476,798.7461812,134.2008268,148.5238095,03/01/2024,114.2857143
6725,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2617.619048,843.0409525,149.1665097,164.6190476,03/15/2024,113.9047619
6726,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3106.380952,842.6540498,170.1584276,285.0952381,04/01/2024,115.0952381
6727,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3388.333333,701.792372,176.5250421,365.9047619,04/15/2024,114.3333333
6728,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3385,717.5189893,146.0560232,369.5238095,05/01/2024,113.1428571
6729,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3273.761905,870.2846606,155.9776693,342.3333333,05/15/2024,113.5714286
6730,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3245.857143,735.3230777,148.5696085,353.1428571,06/01/2024,117.047619
6731,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3355.333333,654.3118777,146.7305759,378.4761905,06/15/2024,117.5238095
6732,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,3216.047619,517.7781838,148.5584541,395.7142857,06/30/2024,116.3809524
6733,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,750.5714286,146.381888,0,0,03/01/2024,42.04761905
6734,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,825.9047619,177.0183337,0,0,03/15/2024,40.76190476
6735,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,878.6666667,213.2996328,0,0,04/01/2024,38.42857143
6736,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,943.952381,180.0154094,0,0,04/15/2024,36.66666667
6737,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,914.2380952,154.5903958,0,0,05/01/2024,35.38095238
6738,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,881.3809524,208.3541399,0,0,05/15/2024,35.19047619
6739,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,934.1428571,169.3739312,0,0,06/01/2024,38
6740,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,1015.761905,297.4020687,0,0,06/15/2024,37.76190476
6741,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,874.8095238,199.2116008,0,0,06/30/2024,36.04761905
6742,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,1445,514.6786376,158.881717,306,03/01/2024,82.71428571
6743,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,1553.095238,631.2685565,244.110933,373.6190476,03/15/2024,81.28571429
6744,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,1904.761905,658.5729196,250.5538437,391.8571429,04/01/2024,79.33333333
6745,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2340.761905,680.6507111,302.1062569,579.7619048,04/15/2024,79.57142857
6746,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2420.47619,490.5920524,240.8450302,611.1428571,05/01/2024,79.61904762
6747,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2290.714286,532.4658809,207.7461134,576.3809524,05/15/2024,79.57142857
6748,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2253.333333,488.0731844,200.6488522,589.1904762,06/01/2024,80.23809524
6749,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2372.47619,565.4976233,230.3055837,658.1904762,06/15/2024,81
6750,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Grain Maturity,2281.809524,505.1259862,178.1134203,575.0952381,06/30/2024,81.28571429
6751,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,557.8571429,96.61536405,0,0,03/01/2024,37
6752,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,602.3809524,88.1535457,0,0,03/15/2024,36.04761905
6753,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,634.5714286,101.5487919,0,0,04/01/2024,33.76190476
6754,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,639.4285714,103.0468687,0,0,04/15/2024,32.38095238
6755,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,642.8571429,120.5720887,0,0,05/01/2024,31.52380952
6756,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,525.9047619,133.3802477,0,0,05/15/2024,30.95238095
6757,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,519.7142857,94.15792205,0,0,06/01/2024,31.47619048
6758,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,549.2857143,158.4026966,0,0,06/15/2024,31.57142857
6759,Homestead (TREC),NWG 2730,120/m2 (11.2/sqft),56 Kg/ha (50 LB/acre),Flowering,521.047619,125.0705706,0,0,06/30/2024,31.57142857
6760,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1648.666667,605.8285511,96.63207099,147.4285714,03/01/2024,115.3333333
6761,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1837.285714,628.7900399,104.1951694,150.6666667,03/15/2024,114.7619048
6762,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2103.952381,562.4725305,104.0757508,226.1904762,04/01/2024,115.4761905
6763,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2182.190476,444.4552417,85.11079614,239.6190476,04/15/2024,115.1428571
6764,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2138.380952,543.9193393,73.57234858,229.7619048,05/01/2024,114.0952381
6765,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2105.857143,579.3636411,78.0790198,211.3333333,05/15/2024,115
6766,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2128.190476,505.2221906,73.07690013,224.3333333,06/01/2024,118.2380952
6767,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2160.666667,433.3363974,72.14532292,228.047619,06/15/2024,118.7142857
6768,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2015,274.2901748,58.699639,230.6190476,06/30/2024,118.1428571
6769,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,388.2857143,75.39439161,0,0,03/01/2024,41.14285714
6770,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,411.6190476,67.66792164,0,0,03/15/2024,40.04761905
6771,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,434.5238095,76.94648728,0,0,04/01/2024,37.66666667
6772,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,428.5714286,103.1957225,0,0,04/15/2024,36.19047619
6773,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,388.1428571,90.37991243,0,0,05/01/2024,35.0952381
6774,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,333.5714286,107.1982143,0,0,05/15/2024,35.14285714
6775,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,389.952381,113.2759799,0,0,06/01/2024,37.57142857
6776,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,416,151.7237621,0,0,06/15/2024,37.42857143
6777,Homestead (TREC),IH Williams,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,322.6666667,99.56271056,0,0,06/30/2024,35.9047619
6778,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1101.095238,302.5536159,115.0675785,319.047619,03/01/2024,86.14285714
6779,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1097.952381,273.7216609,118.8915472,339,03/15/2024,84.71428571
6780,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1253.285714,293.9438965,102.4865845,380,04/01/2024,82.38095238
6781,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1333.857143,269.4793658,95.06023153,395.952381,04/15/2024,81.80952381
6782,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1341.238095,186.8528578,64.69591876,395.5238095,05/01/2024,81.61904762
6783,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1219.238095,264.1293064,66.22886006,319.1904762,05/15/2024,81.04761905
6784,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1205.809524,237.1013747,79.92094308,352.5714286,06/01/2024,82.14285714
6785,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1204.047619,279.0873477,70.23338644,336.1428571,06/15/2024,82.28571429
6786,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1143.428571,214.7073756,64.40208515,302.1428571,06/30/2024,82.61904762
6787,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,215.4761905,43.51392771,0,0,03/01/2024,36.95238095
6788,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,233.1428571,43.00847093,0,0,03/15/2024,35.95238095
6789,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,248.7619048,54.59020495,0,0,04/01/2024,33.71428571
6790,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,234.3809524,55.50988758,0,0,04/15/2024,32.33333333
6791,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,235.2380952,57.15234445,0,0,05/01/2024,31.52380952
6792,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,181.8095238,53.26689314,0,0,05/15/2024,30.95238095
6793,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,174.6190476,40.47774227,0,0,06/01/2024,31.47619048
6794,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,188.9047619,65.72054836,0,0,06/15/2024,31.57142857
6795,Homestead (TREC),NWG 2730,40/m2 (3.7/sqft),0 Kg/ha (0 LB/acre),Flowering,176.7619048,49.23606885,0,0,06/30/2024,31.57142857
6796,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1672.285714,587.8284735,89.34758237,141.2380952,03/01/2024,115.2857143
6797,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1851.857143,595.3568078,101.9852464,151.9047619,03/15/2024,114.6666667
6798,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2107.333333,554.5422737,98.77039271,217.9047619,04/01/2024,115.7142857
6799,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2223.904762,472.4606761,88.15411289,246.047619,04/15/2024,115.0952381
6800,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2188.285714,512.3569208,66.71656466,234,05/01/2024,114.047619
6801,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2145.714286,599.3354772,78.5528333,217.3809524,05/15/2024,114.4285714
6802,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2151.190476,517.2254459,69.83545286,224.7619048,06/01/2024,117.952381
6803,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2195.904762,429.2682034,70.9573648,232.6190476,06/15/2024,118.4761905
6804,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2056.52381,301.3580294,58.27288024,229.8571429,06/30/2024,117.3809524
6805,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,621.4761905,110.9809078,0,0,03/01/2024,41.52380952
6806,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,681,120.3420126,0,0,03/15/2024,40.28571429
6807,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,682.5238095,137.3526917,0,0,04/01/2024,38
6808,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,705.8095238,142.2573791,0,0,04/15/2024,36.38095238
6809,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,646.8095238,123.9240167,0,0,05/01/2024,35.19047619
6810,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,586.5238095,170.0510568,0,0,05/15/2024,35.19047619
6811,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,629.2857143,120.9855954,0,0,06/01/2024,37.76190476
6812,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,686.6190476,217.5034428,0,0,06/15/2024,37.47619048
6813,Homestead (TREC),IH Williams,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,555.4285714,143.3166325,0,0,06/30/2024,35.9047619
6814,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1149.714286,320.8225589,113.7971462,290.0952381,03/01/2024,84.14285714
6815,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1161.52381,364.5263528,151.3286553,334.1904762,03/15/2024,82.66666667
6816,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1332.142857,360.5963513,109.8589572,335.2380952,04/01/2024,80.71428571
6817,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1540.809524,363.1891544,130.936735,415.8571429,04/15/2024,80.71428571
6818,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1566.666667,238.2579135,91.33395029,384.0952381,05/01/2024,80.66666667
6819,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1467.095238,323.9343922,76.60411527,364.0952381,05/15/2024,80.52380952
6820,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1449.095238,280.1312023,78.15911731,368.952381,06/01/2024,81.42857143
6821,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1459.52381,316.7555239,88.15959554,382.2857143,06/15/2024,81.9047619
6822,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1435.333333,254.5023248,70.24348809,348.047619,06/30/2024,82.04761905
6823,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,406.952381,76.31872391,0,0,03/01/2024,36.95238095
6824,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,444,79.86175555,0,0,03/15/2024,35.95238095
6825,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,470.3809524,99.82859119,0,0,04/01/2024,33.71428571
6826,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,444.6666667,100.5431914,0,0,04/15/2024,32.33333333
6827,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,443.5238095,107.0726945,0,0,05/01/2024,31.52380952
6828,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,343.952381,98.494404,0,0,05/15/2024,30.95238095
6829,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,331.8095238,75.06971363,0,0,06/01/2024,31.47619048
6830,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,355.1428571,118.7965848,0,0,06/15/2024,31.57142857
6831,Homestead (TREC),NWG 2730,80/m2 (7.4/sqft),0 Kg/ha (0 LB/acre),Flowering,332.7142857,90.32726214,0,0,06/30/2024,31.57142857
6832,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1708.190476,576.4228152,85.02621445,140.4285714,03/01/2024,115.7619048
6833,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,1885.714286,590.1235585,97.9575953,150.0952381,03/15/2024,115
6834,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2113.238095,539.656456,97.00179183,214.047619,04/01/2024,116.0952381
6835,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2224.285714,479.997619,90.21564113,241.5238095,04/15/2024,115.0952381
6836,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2206.761905,505.1534326,63.41180602,235.5714286,05/01/2024,114
6837,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2167.095238,613.0198125,76.42422329,217.8095238,05/15/2024,114.3333333
6838,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2167.47619,516.011494,63.865931,221.5714286,06/01/2024,118
6839,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2215.619048,426.0196564,68.83140203,226.4761905,06/15/2024,118.5238095
6840,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,2077.619048,303.3586122,59.7619484,230.9047619,06/30/2024,117.3809524
6841,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,754.3333333,133.3234163,0,0,03/01/2024,41.95238095
6842,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,816.952381,159.6165644,0,0,03/15/2024,40.66666667
6843,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,823.1904762,178.9202669,0,0,04/01/2024,38.23809524
6844,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,852.952381,156.5734576,0,0,04/15/2024,36.57142857
6845,Homestead (TREC),IH Williams,120/m2 (11.2/sqft),0 Kg/ha (0 LB/acre),Flowering,808.952381,137.3555518,0,0,05/01/2024,35.33333333
