TRNO,DATE,CHTD,CWID,SWAD,LWAD,GWAD,CWAD,L#SD,G#AD,P#AD,GSTD,PWAD,RDPD,RWAD,FLWAD,Date,non_missing_biomass,non_missing_structure,row_type,experiment,LAID
4,2022-06-21T00:00:00Z,NA,NA,NA,NA,NA,1028,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21,1,0,harvest_only,UFCI2201,NA
4,2022-06-21T00:00:00Z,NA,NA,NA,NA,NA,1192,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21,1,0,harvest_only,UFCI2201,NA
4,2022-06-21T00:00:00Z,NA,NA,NA,NA,NA,972.9,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21,1,0,harvest_only,UFCI2201,NA
4,2022-06-21T00:00:00Z,NA,NA,NA,NA,NA,1215,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21,1,0,harvest_only,UFCI2201,NA
4,2022-06-21T00:00:00Z,NA,NA,NA,NA,NA,1170,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21,1,0,harvest_only,UFCI2201,NA
4,2022-06-21T00:00:00Z,0.6,0.23,286,284,15.8,585.8,14,NA,NA,NA,NA,NA,NA,NA,2022-06-21,4,3,mixed_harvest,UFCI2201,NA
4,2022-06-21T00:00:00Z,0.665,0.189,294,314,3.8,611.8,16,NA,NA,NA,NA,NA,NA,NA,2022-06-21,4,3,mixed_harvest,UFCI2201,NA
4,2022-06-21T00:00:00Z,0.66,0.21,340,420,11.6,771.6,15,NA,NA,NA,NA,NA,NA,NA,2022-06-21,4,3,mixed_harvest,UFCI2201,NA
4,2022-06-21T00:00:00Z,0.84,0.27,688,742,43.8,1473,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21,4,2,mixed_harvest,UFCI2201,NA
4,2022-06-21T00:00:00Z,0.85,0.249,754,602,82.8,1438,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21,4,2,mixed_harvest,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-05T00:00:00Z,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-05,0,1,standing_only,UFCI2201,NA
4,2022-07-08T00:00:00Z,1.2,0.32,782.3,927,NA,1709,10,NA,NA,NA,NA,NA,408,NA,2022-07-08,4,3,mixed_harvest,UFCI2201,NA
4,2022-07-08T00:00:00Z,1.1,0.17,570,1437,NA,2007,13,NA,NA,NA,NA,NA,560,NA,2022-07-08,4,3,mixed_harvest,UFCI2201,NA
4,2022-07-08T00:00:00Z,1.22,0.28,1010,850.3,462.4,2322,14,NA,NA,NA,NA,NA,846,NA,2022-07-08,5,3,mixed_harvest,UFCI2201,NA
4,2022-07-08T00:00:00Z,1.29,0.31,963.8,1160,NA,2124,14,NA,NA,NA,NA,NA,398,NA,2022-07-08,4,3,mixed_harvest,UFCI2201,NA
4,2022-07-08T00:00:00Z,NA,NA,NA,NA,NA,1632,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-08,1,0,harvest_only,UFCI2201,NA
4,2022-07-08T00:00:00Z,NA,NA,NA,NA,NA,2463,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-08,1,0,harvest_only,UFCI2201,NA
4,2022-07-08T00:00:00Z,NA,NA,NA,NA,NA,2165,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-08,1,0,harvest_only,UFCI2201,NA
4,2022-07-08T00:00:00Z,NA,NA,NA,NA,NA,1396,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-08,1,0,harvest_only,UFCI2201,NA
4,2022-07-08T00:00:00Z,NA,NA,NA,NA,NA,1774,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-08,1,0,harvest_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,0,1,standing_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,3122,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,3163,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,2134,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,2431,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
4,2022-07-21T00:00:00Z,NA,NA,NA,NA,NA,3477,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-21,1,0,harvest_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
4,2022-08-04T00:00:00Z,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-04,0,1,standing_only,UFCI2201,NA
